2nd_flr_pres,age_sold,alley_grvl,bedroom_abvgr,big_house,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_type_1,central_air,condition,electrical,enclosed_porch,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_finish,garage_qual,garage_type,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,open_porch_sf,overall_cond,overall_qual,paved_drive,pool_pres,roof_style,sale_type,saleprice,screen_porch,total_bsmt_sf,wood_deck_sf
0,1.0,0,3,0.0,1Fam,3,2,0.0,4,2140.0,1,Y,Norm,0.0,0,3,CemntBd,CmentBd,0,0,0,PConc,2,0,894.0,3,3,Attchd,2140,1,GasA,4,1Story,2100,1,3,Lvl,flat,10481,Inside,93.0,IR1,0.0,None,20,RL,CollgCr,32,5,8,2,0,Hip,New,360000,0,2140.0,136
0,43.0,0,3,0.0,1Fam,3,3,0.0,3,586.0,5,Y,Norm,0.0,0,2,BrkFace,BrkFace,1,4,1,PConc,2,0,502.0,2,3,Attchd,1265,0,GasA,3,SLvl,1213,1,3,Lvl,flat,9350,Inside,85.0,Reg,0.0,None,80,RL,NAmes,92,8,5,2,0,Gable,WD ,179900,0,1219.0,0
1,61.0,0,3,1.0,1Fam,3,0,0.0,3,977.0,3,Y,Norm,0.0,0,2,MetalSd,MetalSd,1,4,1,CBlock,3,4,0.0,0,0,None,3086,0,GasA,2,1.5Fin,2046,1,4,Bnk,flat,18030,Inside,138.0,IR1,0.0,None,50,RL,ClearCr,0,6,5,2,0,Gable,WD ,200500,0,1598.0,122
1,99.0,0,2,0.0,1Fam,3,0,0.0,3,600.0,1,N,Norm,0.0,0,2,VinylSd,VinylSd,2,0,0,BrkTil,1,0,0.0,0,0,None,968,0,Grav,1,1.5Fin,710,1,2,Lvl,flat,5925,Inside,50.0,Reg,0.0,None,50,RM,OldTown,0,6,3,2,0,Gable,WD ,37900,0,600.0,0
0,6.0,0,2,0.0,1Fam,3,1,0.0,5,1017.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,471.0,1,3,Attchd,1312,0,GasA,4,1Story,2268,1,3,Lvl,flat,6718,Inside,78.5945945945946,IR1,86.0,BrkFace,20,RL,Timber,28,5,8,2,0,Gable,WD ,180500,0,1267.0,256
1,9.0,0,6,0.0,Duplex,3,0,2.0,5,348.0,6,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,3,2,PConc,4,0,820.0,3,3,BuiltIn,2787,2,GasA,4,2Story,816,2,2,Lvl,flat,11855,Inside,70.49333333333334,Reg,23.0,BrkFace,90,RL,SawyerW,0,5,7,2,0,Hip,WD ,269500,0,1168.0,312
1,4.0,0,3,0.0,1Fam,3,3,0.0,4,847.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,433.0,3,3,BuiltIn,1733,1,GasA,4,2Story,1616,1,3,Lvl,flat,12394,Corner,72.02564102564102,IR1,0.0,None,60,RL,Gilbert,48,5,7,2,0,Gable,WD ,225000,0,847.0,100
1,67.0,0,3,0.0,1Fam,3,0,0.0,3,345.0,5,Y,Norm,1.0,30,2,Wd Sdng,Wd Sdng,1,0,0,BrkTil,1,0,720.0,3,3,Detchd,1215,0,GasA,3,1.5Fin,2233,1,3,Lvl,flat,7000,Corner,50.0,Reg,0.0,None,50,RM,IDOTRR,0,7,6,2,0,Gable,WD ,141000,0,720.0,0
0,1.0,0,3,0.0,1Fam,3,1,1.0,5,724.0,6,Y,Norm,0.0,0,4,VinylSd,VinylSd,0,4,1,PConc,2,0,927.0,2,3,Attchd,1743,0,GasA,4,1Story,439,1,4,Lvl,flat,10367,Inside,87.0,IR1,284.0,Stone,20,RL,NridgHt,45,5,9,2,0,Hip,ConLI,335000,0,1739.0,168
0,33.0,0,3,0.0,1Fam,3,0,1.0,4,140.0,6,Y,Norm,0.0,0,3,CemntBd,CmentBd,1,0,0,CBlock,1,0,308.0,1,3,Attchd,1026,1,GasA,4,1Story,260,1,2,Lvl,flat,15240,FR2,38.0,IR1,0.0,None,20,RL,CollgCr,85,8,5,2,0,Gable,WD ,150000,0,1026.0,316
0,25.0,0,0,0.0,1Fam,3,3,2.0,5,32.0,6,Y,Norm,0.0,0,3,WdShing,Wd Shng,0,4,1,CBlock,0,0,894.0,3,3,Attchd,1842,1,GasA,3,1Story,2523,1,3,Low,flat,50271,Inside,68.0,IR1,0.0,None,20,RL,Veenker,72,5,9,2,0,Gable,WD ,385000,0,1842.0,857
1,44.0,0,3,0.0,1Fam,3,0,0.0,3,314.0,4,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,2,3,CBlock,2,0,486.0,1,3,Attchd,1986,1,GasA,2,2Story,627,1,2,Lvl,flat,13600,Inside,85.0,Reg,176.0,BrkFace,60,RL,NAmes,42,6,7,2,0,Gable,WD ,205000,189,768.0,0
0,4.0,0,2,0.0,1Fam,3,2,1.0,4,501.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,632.0,2,3,Attchd,1208,0,GasA,4,1Story,251,1,3,Lvl,flat,6762,Inside,64.0,Reg,24.0,Stone,20,RL,CollgCr,61,5,7,2,0,Gable,WD ,206000,0,1187.0,105
0,3.0,0,3,0.0,1Fam,3,2,0.0,4,1422.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,626.0,2,3,Attchd,1422,0,GasA,4,1Story,2163,1,3,Lvl,flat,8500,FR2,63.0,Reg,106.0,BrkFace,20,RL,CollgCr,60,5,7,2,0,Gable,WD ,179600,0,1422.0,192
0,55.0,0,2,0.0,1Fam,2,0,0.0,2,0.0,2,Y,Norm,2.0,0,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,0,396.0,1,3,Detchd,1220,0,GasA,2,1Story,2819,1,2,Lvl,flat,8877,Inside,67.0,Reg,0.0,None,20,RL,Edwards,0,5,4,2,0,Gable,COD,102000,0,836.0,0
0,31.0,0,3,0.0,1Fam,3,2,0.0,4,266.0,5,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,0,0,PConc,2,0,540.0,2,3,Attchd,1126,0,GasA,2,1Story,1025,1,4,Lvl,flat,15611,Corner,80.96551724137932,IR1,0.0,None,20,RL,NWAmes,0,6,5,2,0,Gable,WD ,175000,0,1126.0,180
0,50.0,0,2,0.0,1Fam,3,0,1.0,3,521.0,3,Y,Norm,0.0,0,2,Wd Sdng,VinylSd,0,0,0,CBlock,1,1,896.0,1,3,Attchd,1384,0,GasA,3,1Story,2592,1,2,Lvl,flat,13300,Inside,70.0,Reg,0.0,None,20,RL,NAmes,0,5,5,2,0,Hip,WD ,159000,0,1015.0,75
0,32.0,0,3,0.0,1Fam,5,0,0.0,3,94.0,4,Y,Norm,0.0,138,2,HdBoard,Plywood,0,1,1,CBlock,1,0,480.0,1,3,Detchd,1127,1,GasA,2,1Story,1491,1,2,Lvl,flat,6500,Inside,65.0,Reg,84.0,BrkFace,20,RL,Edwards,0,6,6,2,0,Hip,WD ,135000,0,1127.0,0
1,52.0,0,4,0.0,1Fam,2,0,0.0,3,550.0,3,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,2,0,325.0,1,3,Attchd,1855,0,GasA,3,1.5Fin,2742,1,2,Lvl,flat,9525,Inside,75.0,Reg,0.0,None,50,RL,Edwards,0,4,6,2,0,Gable,WD ,136900,0,994.0,182
0,45.0,0,3,0.0,1Fam,3,0,0.0,3,447.0,4,Y,Feedr,0.0,0,2,HdBoard,Plywood,0,3,1,CBlock,1,0,288.0,1,3,Attchd,1236,0,GasA,2,1Story,2497,1,2,Lvl,flat,6993,Inside,65.0,Reg,0.0,None,20,RL,Sawyer,0,7,5,2,0,Gable,WD ,135000,0,912.0,0
1,10.0,0,3,0.0,1Fam,3,1,1.0,4,89.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,856.0,2,3,Attchd,2365,1,GasA,4,2Story,495,1,3,Lvl,flat,9430,Inside,82.0,Reg,673.0,BrkFace,60,RL,NoRidge,128,5,8,2,0,Gable,WD ,337000,180,1252.0,0
1,38.0,0,4,0.0,1Fam,3,1,1.0,3,435.0,4,Y,Pos,0.0,0,2,HdBoard,HdBoard,0,4,1,CBlock,2,0,619.0,1,3,Attchd,2654,1,GasA,2,2Story,2528,1,3,Lvl,flat,11029,Corner,80.96551724137932,IR1,220.0,BrkFace,60,RL,NWAmes,65,7,6,2,0,Gable,WD ,250000,222,1054.0,0
1,12.0,0,4,0.0,1Fam,3,0,1.0,4,213.0,6,Y,Norm,0.0,218,3,VinylSd,VinylSd,3,4,1,PConc,2,0,787.0,2,3,Attchd,2340,1,GasA,4,2Story,1033,1,3,Lvl,flat,14311,FR3,80.96551724137932,IR1,402.0,BrkFace,60,RL,NWAmes,180,5,8,2,0,Gable,WD ,306000,0,1236.0,192
0,22.0,0,3,0.0,Duplex,4,3,3.0,4,0.0,6,Y,Norm,0.0,0,2,Plywood,Plywood,0,0,0,CBlock,3,0,0.0,0,0,None,1200,0,GasA,2,1Story,764,1,2,Lvl,flat,10800,Inside,60.0,Reg,0.0,None,90,RL,Edwards,0,5,5,2,0,Gable,WD ,179000,0,1200.0,120
1,1.0,0,2,0.0,TwnhsE,3,0,0.0,4,689.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,540.0,1,3,Detchd,1392,0,GasA,4,2Story,1165,1,3,Lvl,flat,3604,Corner,34.0,Reg,0.0,None,160,FV,Somerst,102,5,7,2,0,Gable,WD ,146000,0,689.0,0
1,92.0,1,3,0.0,1Fam,2,0,0.0,3,763.0,2,Y,Norm,0.0,170,2,MetalSd,MetalSd,0,4,1,CBlock,1,0,720.0,1,3,Detchd,2180,1,GasA,3,1.5Fin,2037,1,2,Lvl,flat,10320,Inside,60.0,Reg,0.0,None,50,RM,IDOTRR,0,5,6,0,0,Gable,WD ,161000,0,1138.0,0
0,33.0,0,3,0.0,1Fam,3,1,1.0,3,410.0,5,Y,Norm,0.0,0,2,Plywood,Plywood,0,3,2,PConc,2,0,480.0,2,3,Attchd,1610,0,GasA,3,1Story,113,1,3,Lvl,flat,10603,Inside,80.96551724137932,IR1,28.0,BrkFace,20,RL,NWAmes,68,7,6,2,0,Gable,WD ,205000,0,1610.0,168
0,22.0,0,2,0.0,TwnhsE,3,2,1.0,4,384.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,3,1,CBlock,2,0,512.0,3,3,Attchd,1501,0,GasA,3,1Story,1572,1,3,Lvl,flat,4084,Inside,42.0,IR1,340.0,BrkFace,120,RL,Timber,0,6,7,2,0,Gable,WD ,241500,0,1277.0,240
0,46.0,0,3,0.0,1Fam,3,1,1.0,3,126.0,3,Y,Feedr,0.0,39,2,VinylSd,VinylSd,0,0,0,CBlock,1,0,261.0,1,3,Attchd,1029,0,GasA,3,1Story,2052,1,2,Lvl,flat,7943,Inside,61.0,Reg,192.0,BrkCmn,20,RL,Sawyer,0,5,4,2,0,Gable,WD ,118500,0,1029.0,64
0,48.0,0,3,0.0,1Fam,3,2,0.0,3,468.0,4,Y,Norm,2.0,294,2,Wd Sdng,ImStucc,0,0,0,CBlock,1,2,288.0,1,3,BuiltIn,1352,0,GasA,4,SLvl,2702,1,3,Lvl,flat,6930,Inside,92.0,IR1,120.0,BrkFace,80,RL,ClearCr,0,4,5,2,0,Hip,WD ,130000,0,1062.0,168
0,67.0,0,2,0.0,1Fam,3,0,0.0,3,808.0,1,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,4,2,CBlock,1,0,379.0,1,3,Detchd,1072,0,GasA,4,1Story,1981,1,2,Lvl,flat,7200,Inside,60.0,Reg,279.0,Stone,30,RM,OldTown,0,8,5,2,0,Gable,WD ,130000,0,808.0,0
1,0.0,0,4,0.0,1Fam,3,0,1.0,5,644.0,6,Y,Norm,0.0,0,4,VinylSd,VinylSd,0,4,1,PConc,2,0,736.0,2,3,Attchd,2698,1,GasA,4,2Story,2335,1,4,Lvl,flat,16052,CulDSac,82.0,IR1,734.0,Stone,60,RL,StoneBr,0,5,10,2,0,Hip,New,535000,0,1850.0,250
0,47.0,0,3,0.0,1Fam,3,0,0.0,3,182.0,2,Y,Feedr,0.0,0,2,VinylSd,VinylSd,0,0,0,CBlock,1,0,252.0,1,3,Attchd,912,0,GasA,3,1Story,563,1,2,Lvl,flat,7150,Inside,65.0,Reg,60.0,BrkFace,20,RL,Sawyer,0,6,5,2,0,Gable,WD ,123000,0,912.0,0
0,53.0,0,2,0.0,Duplex,0,0,0.0,0,0.0,0,N,Norm,0.0,0,2,AsbShng,Plywood,0,0,0,PConc,2,0,0.0,0,0,None,1152,0,GasA,2,1Story,1502,2,2,Lvl,flat,6012,Corner,65.0,Reg,0.0,None,90,RL,Edwards,0,5,4,0,0,Gable,WD ,82000,0,0.0,0
1,88.0,0,3,0.0,1Fam,3,0,0.0,3,508.0,4,Y,Artery,0.0,0,2,Wd Sdng,Wd Shng,1,0,0,BrkTil,1,0,288.0,1,3,Detchd,1450,0,GasA,4,2Story,1310,1,2,Lvl,flat,5350,Corner,53.0,Reg,0.0,None,75,RM,OldTown,192,8,7,2,0,Gable,WD ,132000,0,624.0,0
0,85.0,0,2,0.0,1Fam,3,0,0.0,3,1073.0,1,Y,Norm,0.0,112,2,MetalSd,MetalSd,0,0,0,BrkTil,1,0,326.0,1,3,Detchd,1073,0,GasA,4,1Story,2598,1,2,Lvl,sloped,5400,Corner,60.0,Reg,0.0,None,30,RL,OldTown,0,6,5,2,0,Gable,WD ,108480,0,1073.0,0
0,39.0,0,3,0.0,1Fam,3,0,1.0,3,0.0,4,Y,Norm,0.0,0,2,HdBoard,HdBoard,1,3,1,CBlock,1,0,512.0,1,3,Attchd,1458,1,GasA,2,1Story,2715,1,2,Lvl,flat,9535,Inside,72.77464788732394,IR1,450.0,BrkFace,20,RL,Sawyer,0,5,5,2,0,Gable,WD ,165000,0,1176.0,284
0,1.0,0,3,0.0,1Fam,3,0,0.0,4,1461.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,566.0,2,3,Attchd,1486,0,GasA,4,1Story,1810,1,3,Lvl,flat,7441,Inside,65.0,IR1,170.0,BrkFace,20,RL,SawyerW,32,5,7,2,0,Gable,WD ,181000,0,1461.0,0
1,48.0,0,4,1.0,1Fam,4,0,0.0,3,552.0,1,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,3,1,CBlock,2,0,384.0,1,3,Attchd,1774,0,GasA,2,SLvl,778,1,2,Lvl,flat,15400,Inside,88.0,Reg,0.0,None,80,RL,Sawyer,40,5,5,2,0,Hip,WD ,165000,0,552.0,290
1,41.0,0,5,0.0,1Fam,3,2,0.0,3,388.0,4,Y,Norm,0.0,280,2,HdBoard,HdBoard,0,0,0,CBlock,2,0,275.0,3,3,Attchd,1479,0,GasA,2,1.5Fin,339,1,2,Lvl,sloped,10544,Inside,68.0,IR1,0.0,None,50,RL,Mitchel,0,5,5,2,0,Gable,WD ,161000,0,864.0,287
0,0.0,0,3,0.0,1Fam,3,0,0.0,4,1504.0,1,Y,Feedr,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,510.0,3,3,Attchd,1504,0,GasA,4,1Story,2460,1,3,Lvl,flat,10936,Corner,85.0,Reg,60.0,BrkFace,20,RL,Somerst,0,5,8,2,0,Gable,New,199000,0,1504.0,144
1,8.0,0,4,0.0,1Fam,3,0,1.0,4,193.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,510.0,3,3,BuiltIn,1894,1,GasA,4,2Story,320,1,3,Lvl,flat,11316,Corner,80.0,Reg,44.0,BrkFace,60,RL,Timber,40,5,7,2,0,Gable,WD ,214900,0,817.0,0
0,0.0,0,2,0.0,1Fam,3,0,0.0,4,1254.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,584.0,2,3,Attchd,1278,0,GasA,4,1Story,2461,1,3,Lvl,flat,8640,Inside,72.0,Reg,0.0,None,20,FV,Somerst,60,5,8,2,0,Gable,New,198600,0,1278.0,0
1,8.0,0,4,0.0,1Fam,3,0,0.0,4,1141.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,3,1,PConc,2,0,420.0,3,3,BuiltIn,2263,1,GasA,3,2Story,2449,1,3,Lvl,flat,12090,Corner,93.0,Reg,650.0,BrkFace,60,RL,NoRidge,123,5,8,2,0,Hip,WD ,258000,0,1141.0,144
1,9.0,0,6,0.0,Duplex,3,0,2.0,5,348.0,6,Y,Feedr,0.0,0,2,VinylSd,VinylSd,0,3,2,PConc,4,0,820.0,3,3,BuiltIn,2787,2,GasA,4,2Story,817,2,2,Lvl,flat,7939,Inside,70.49333333333334,Reg,23.0,BrkFace,90,RL,SawyerW,0,5,7,2,0,Hip,WD ,269500,0,1168.0,312
1,6.0,0,3,0.0,1Fam,3,0,0.0,4,707.0,1,Y,RRn,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,403.0,3,3,Attchd,1414,1,GasA,4,2Story,1096,1,3,Lvl,flat,7750,Inside,72.02564102564102,Reg,0.0,None,60,RL,Gilbert,35,5,7,2,0,Gable,WD ,176000,0,707.0,100
0,43.0,0,3,0.0,1Fam,3,3,0.0,4,452.0,2,Y,Norm,0.0,0,2,HdBoard,HdBoard,1,0,0,CBlock,2,1,309.0,2,3,Attchd,1302,0,GasA,4,SLvl,1893,1,3,Lvl,flat,9350,Inside,85.0,Reg,108.0,BrkFace,80,RL,NAmes,0,7,6,2,0,Hip,CWD,158000,0,1302.0,333
1,7.0,0,3,0.0,1Fam,3,0,1.0,4,55.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,3,1,PConc,2,0,527.0,3,3,BuiltIn,1419,1,GasA,4,SLvl,479,1,3,Lvl,flat,7750,Inside,72.02564102564102,Reg,0.0,None,80,RL,Gilbert,0,5,8,2,0,Hip,WD ,184100,0,408.0,120
0,36.0,0,2,0.0,1Fam,3,1,0.0,3,1012.0,5,Y,Pos,0.0,249,2,HdBoard,HdBoard,0,3,1,CBlock,2,0,944.0,1,3,Attchd,1220,0,GasA,2,1Story,1657,1,2,Lvl,flat,13001,Inside,128.0,IR1,176.0,BrkFace,20,RL,NWAmes,0,5,6,2,0,Hip,WD ,170000,0,1625.0,0
1,23.0,0,3,0.0,1Fam,3,0,1.0,3,118.0,5,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,3,1,CBlock,2,0,501.0,3,3,BuiltIn,1982,1,GasA,3,SLvl,937,1,2,Lvl,flat,13607,Inside,69.27272727272727,IR1,242.0,BrkFace,80,RL,Crawfor,112,6,6,2,0,Gable,WD ,208000,0,572.0,400
0,6.0,0,1,0.0,TwnhsE,3,2,1.0,4,163.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,1,0,420.0,3,3,Attchd,848,0,GasA,4,1Story,879,1,3,Lvl,flat,4435,Inside,70.75324675324676,Reg,170.0,BrkFace,120,RM,CollgCr,0,5,6,2,0,Gable,WD ,140000,0,848.0,140
0,2.0,0,2,0.0,TwnhsE,3,3,1.0,5,120.0,6,Y,Norm,0.0,0,4,CemntBd,CmentBd,0,4,1,PConc,2,0,482.0,3,3,Attchd,1648,0,GasA,4,1Story,945,1,4,HLS,sloped,3843,Inside,44.0,IR1,174.0,Stone,120,RM,Crawfor,53,5,8,2,0,Hip,New,230000,0,1596.0,162
0,19.0,0,2,0.0,TwnhsE,3,3,1.0,4,1018.0,6,Y,Norm,0.0,154,3,HdBoard,HdBoard,0,3,1,PConc,2,0,462.0,2,3,Attchd,1337,0,GasA,3,1Story,1010,1,3,HLS,sloped,5950,Inside,65.0,IR1,0.0,None,120,RL,StoneBr,73,5,8,2,0,Gable,WD ,188500,0,1337.0,0
1,66.0,0,2,0.0,1Fam,3,1,0.0,4,299.0,4,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,0,4,1,CBlock,1,0,410.0,1,3,Attchd,1717,1,GasA,2,1.5Fin,2861,1,2,HLS,sloped,12400,Inside,80.0,Reg,0.0,None,50,RL,Crawfor,0,6,5,2,0,Gable,WD ,194000,113,901.0,0
0,52.0,0,3,0.0,1Fam,3,0,1.0,3,330.0,3,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,1,0,384.0,2,3,Attchd,1104,0,GasA,3,1Story,1245,1,2,Lvl,flat,10425,Inside,75.0,Reg,0.0,None,20,RL,NAmes,0,5,5,2,0,Gable,WD ,133000,0,1104.0,0
0,31.0,0,3,0.0,1Fam,3,2,0.0,4,282.0,6,Y,Norm,0.0,0,2,MetalSd,MetalSd,1,0,0,BrkTil,1,0,343.0,1,3,Attchd,907,0,GasA,2,1Story,854,1,2,Lvl,flat,16269,CulDSac,70.75324675324676,IR1,76.0,BrkFace,20,RL,CollgCr,0,5,5,2,0,Gable,WD ,140000,0,907.0,72
1,8.0,0,3,0.0,1Fam,3,1,0.0,4,255.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,532.0,2,3,Attchd,1652,1,GasA,4,2Story,1437,1,3,Lvl,flat,8998,Inside,68.0,IR1,120.0,BrkFace,60,RL,CollgCr,70,5,7,2,0,Gable,WD ,207500,0,782.0,0
1,42.0,0,5,0.0,1Fam,3,0,0.0,3,932.0,1,Y,Pos,0.0,0,2,MetalSd,MetalSd,0,3,1,PConc,2,0,515.0,2,3,Attchd,2640,1,GasA,3,2Story,586,1,3,Lvl,flat,10400,Inside,80.0,Reg,256.0,BrkFace,60,RL,NWAmes,120,7,6,2,0,Gable,WD ,256900,168,932.0,0
1,67.0,0,2,0.0,1Fam,3,0,0.0,3,735.0,1,Y,Norm,1.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,1,0,240.0,1,3,Detchd,1034,0,GasA,3,1.5Fin,1947,1,2,Lvl,flat,10134,Inside,60.0,Reg,0.0,None,50,RL,OldTown,39,6,5,2,0,Gable,WD ,109000,0,735.0,0
0,30.0,0,4,0.0,Duplex,0,0,0.0,0,0.0,0,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,0,0,Slab,2,0,400.0,1,3,Attchd,1513,0,GasA,2,1Story,815,2,2,Bnk,flat,7007,Inside,64.0,Reg,0.0,None,90,RL,SawyerW,0,5,5,2,0,Gable,WD ,113722,0,0.0,0
0,4.0,0,3,0.0,1Fam,3,3,0.0,5,1474.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,844.0,3,3,Attchd,1498,0,GasA,4,1Story,831,1,3,Lvl,flat,11645,Inside,78.0,Reg,76.0,Stone,20,RL,CollgCr,98,5,8,2,0,Gable,WD ,237000,0,1498.0,144
0,44.0,0,3,0.0,1Fam,3,0,1.0,3,765.0,5,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,1,0,692.0,2,3,2Types,1053,0,GasA,3,1Story,1919,1,3,Lvl,flat,8250,Corner,60.0,Reg,0.0,None,20,RL,NAmes,0,7,5,2,0,Gable,WD ,142100,109,1053.0,240
0,52.0,0,2,0.0,1Fam,3,0,1.0,3,171.0,4,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,2,0,452.0,2,3,Attchd,1293,0,GasA,3,1Story,2306,1,2,Lvl,flat,11027,Inside,75.19245283018869,IR1,28.0,Stone,20,RL,NAmes,0,5,6,2,0,Hip,WD ,149900,0,1178.0,280
0,1.0,0,3,0.0,1Fam,3,2,1.0,5,788.0,6,Y,Norm,0.0,0,4,VinylSd,VinylSd,0,4,1,PConc,2,0,896.0,2,3,Attchd,2020,0,GasA,4,1Story,430,1,4,Lvl,flat,12350,Inside,95.0,Reg,450.0,Stone,20,RL,NridgHt,98,5,9,2,0,Hip,WD ,404000,0,2020.0,192
1,44.0,0,3,0.0,1Fam,3,3,1.0,3,802.0,5,Y,Norm,0.0,0,2,Plywood,Plywood,0,4,2,CBlock,3,0,441.0,2,3,Attchd,2448,0,GasA,2,2Story,2618,1,2,HLS,flat,18275,Inside,75.19245283018869,IR1,0.0,None,60,RL,NAmes,102,8,7,2,0,Gable,WD ,277500,0,1438.0,520
1,25.0,0,3,0.0,1Fam,3,0,0.0,4,741.0,1,Y,Norm,0.0,0,3,HdBoard,HdBoard,0,3,1,CBlock,2,0,476.0,3,3,Attchd,1732,1,GasA,2,2Story,245,1,3,Lvl,flat,9206,Inside,77.0,Reg,336.0,BrkFace,60,RL,SawyerW,46,5,6,2,0,Gable,WD ,178000,0,741.0,192
0,3.0,0,2,0.0,TwnhsE,3,0,1.0,4,461.0,6,Y,Norm,0.0,0,3,MetalSd,MetalSd,0,4,1,PConc,2,0,550.0,3,3,Attchd,1324,0,GasA,4,1Story,462,1,3,Lvl,flat,6240,Inside,48.0,Reg,176.0,BrkFace,120,RL,NridgHt,38,5,8,2,0,Hip,WD ,254000,0,1324.0,192
0,87.0,0,2,0.0,1Fam,2,0,0.0,2,678.0,1,N,Norm,0.0,0,2,AsbShng,AsbShng,0,4,1,BrkTil,1,0,780.0,1,2,Detchd,832,0,GasA,2,1Story,182,1,2,Lvl,flat,9656,Inside,68.0,Reg,0.0,None,30,RM,OldTown,0,2,2,0,0,Gable,WD ,12789,0,678.0,0
0,12.0,0,3,0.0,1Fam,4,0,0.0,4,1237.0,1,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,3,1,PConc,2,0,402.0,3,3,Attchd,1253,0,GasA,3,1Story,1625,1,2,Lvl,flat,7875,Inside,63.0,Reg,38.0,BrkFace,20,RL,Gilbert,21,5,7,2,0,Gable,WD ,176000,0,1237.0,220
1,0.0,0,4,0.0,1Fam,4,2,0.0,5,1249.0,1,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,0,0,PConc,3,0,840.0,2,3,Attchd,2596,1,GasA,4,2Story,2381,1,3,Lvl,flat,16259,Corner,111.0,Reg,370.0,Stone,60,RL,NridgHt,154,5,9,2,0,Gable,New,342643,0,1249.0,240
0,40.0,0,3,0.0,1Fam,3,0,0.0,3,277.0,6,Y,Norm,0.0,0,2,HdBoard,Wd Sdng,1,0,0,CBlock,1,0,288.0,1,3,Attchd,902,0,GasA,2,1Story,1827,1,2,Lvl,flat,6173,Inside,72.77464788732394,IR1,75.0,BrkFace,20,RL,Sawyer,0,6,5,2,0,Gable,WD ,125500,0,876.0,0
0,19.0,0,3,0.0,1Fam,3,0,0.0,4,1495.0,1,Y,Norm,0.0,192,2,Wd Sdng,Wd Sdng,0,3,1,CBlock,2,0,438.0,1,3,Attchd,1495,0,GasA,4,1Story,1580,1,2,Lvl,flat,12890,Inside,75.0,IR1,128.0,BrkFace,20,RL,Timber,0,5,6,2,0,Gable,WD ,150000,0,1495.0,252
0,0.0,0,2,0.0,1Fam,3,1,0.0,4,1574.0,1,Y,Norm,0.0,0,4,CemntBd,CmentBd,0,4,1,PConc,2,0,594.0,3,3,Attchd,1584,0,GasA,4,1Story,1803,1,4,Lvl,flat,10440,Corner,84.0,Reg,0.0,None,20,FV,Somerst,256,5,8,2,0,Gable,New,261329,0,1574.0,0
